Branch Name,City,District,State / UN,Zone,Pincode,Location type PL
Sangli-Market Yard,Sangli-Miraj-Kupwad,Sangli,Maharashtra,West,416416,Type A PL
Miraj-Laxmi Market,Sangli-Miraj-Kupwad,Sangli,Maharashtra,West,416410,Type A PL
Madhavnagar,Madhavnagar,Sangli,Maharashtra,West,416406,Type B PL
Miraj  ,Sangli-Miraj-Kupwad,Sangli,Maharashtra,West,416410,Type A PL
"Nagaon, Dhule",Dhule,Dhule,Maharashtra,West,424005,Type A PL
Ahmedabad - Usmanpura,Ahmedabad,Ahmedabad,Gujarat,West,380009,Type A PL
Ahmedabad-Railwaypura,Ahmedabad,Ahmedabad,Gujarat,West,380002,Type A PL
Vadodara,Vadodara,Vadodara,Gujarat,West,390005,Type A PL
Bhavnagar  Branch ,Bhavnagar,Bhavnagar,Gujarat,West,364003,Type A PL
Deheli Gaon ,Deheli Gaon ,Valsad,Gujarat,West,396105,Type B PL
Rajkot,Rajkot,Rajkot,Gujarat,West,360007,Type A PL
Silvasa  Branch,Silvassa,Dadra Nagar Haveli,Dadra Nagar Haveli,West,396230,Type B PL
Surat,Surat,Surat,Gujarat,West,395002,Type A PL
Vapi ,Vapi,Valsad,Gujarat,West,396195,Type A PL
Bangalore - Chickpet,Bangalore,Bangalore Urban,Karnataka,South,560053,Type A PL
Mangalore,Mangalore,Dakshin Kannad,Karnataka,South,575001,Type A PL
Alote,Alote,Ratlam,Madhya Pradesh,West,457114,Type A PL
"Bhopal-M.P. Urja Vikas Nigam,Bhopal",Bhopal,Bhopal,Madhya Pradesh,West,462016,Type A PL
"Burhanpur , (Mp) Branch",Burhanpur,Burhanpur,Madhya Pradesh,West,450331,Type B PL
Gwalior,Gwalior,Gwalior,Madhya Pradesh,West,474009,Type A PL
Gwalior - Chetakpuri Gate,Gwalior,Gwalior,Madhya Pradesh,West,474009,Type A PL
"Indore-M.G. Road, Indore",Indore,Indore,Madhya Pradesh,West,452002,Type A PL
Indore-New Palasia,Indore,Indore,Madhya Pradesh,West,452002,Type A PL
Indore-Patel Nagar Branch,Indore,Indore,Madhya Pradesh,West,452001,Type A PL
Indore-Raj  Mohalla Branch,Indore,Indore,Madhya Pradesh,West,452002,Type A PL
Indore-Saket Nagar Branch,Indore,Indore,Madhya Pradesh,West,452001,Type A PL
Indore-Ushaganj Branch,Indore,Indore,Madhya Pradesh,West,452001,Type A PL
Indore-'Vaishnav College Of Commerce ,Indore,Indore,Madhya Pradesh,West,452009,Type A PL
Jabalpur (Mp),Jabalpur,Jabalpur,Madhya Pradesh,West,482001,Type A PL
Khachraud,Khachraud,Ujjain,Madhya Pradesh,West,456224,Type A PL
Manasa,Manasa,Neemuch,Madhya Pradesh,West,458110,Negative Location
Mandsaur  (M.P.),Mandsaur,Mandsaur,Madhya Pradesh,West,458002,Type B PL
Neemuch,Neemuch,Neemuch,Madhya Pradesh,West,478441,Negative Location
Raipur (Chattisgarh),Raipur,Raipur,Chhattisgarh,East,492001,Type A PL
Ratlam ,Ratlam,Ratlam,Madhya Pradesh,West,457001,Type A PL
Sendhwa   Branch,Sendhwa,Barwani,Madhya Pradesh,West,451666,Type B PL
Shamgarh,Shamgarh,Mandsaur,Madhya Pradesh,West,458883,Type B PL
Ujjain,Ujjain,Ujjain,Madhya Pradesh,West,456001,Type A PL
Bhubaneswar,Bhubaneshwar,Bhubaneshwar,Orissa,East,751002,Type A PL
"Mahanandi Vihar, Cuttack",Cuttack,Cuttack,Orissa,East,753004,Type A PL
Amritsar,Amritsar,Amritsar,Punjab,North,143001,Type A PL
Baddi  ,Baddi,Solan,Himachal Pradesh,North,173205,Type A PL
Bhatinda,Bhatinda,Bhatinda,Punjab,North,151001,Type A PL
Chandigarh,Chandigarh,Chandigarh,Chandigarh,North,160017,Type A PL
Chandigarh-Sanjay Pub.Sr.Sec.School Br.,Chandigarh,Chandigarh,Chandigarh,North,160047,Type A PL
"Gsgs Tung Memorial Public School
Amritsar",Amritsar,Amritsar,Punjab,North,143001,Type A PL
Khanna ,Khanna,Ludhiana,Punjab,North,141401,Type B PL
Moga,Moga,Moga,Punjab,North,142001,Type B PL
"Mohali-Sanjay Public School , Mohali (Punjab)",Mohali (Sas Nagar),Rup Nagar Dist,Punjab,North,160062,Type A PL
Patiala Branch ,Patiala,Patiala,Punjab,North,147001,Type A PL
"Chennai-T. Nagar, Chennai ",Chennai,Chennai,Tamil Nadu,South,600017,Type A PL
Erode,Erode,Erode,Tamil Nadu,South,638003,Type A PL
Hosur  Branch,"Hosur, Dhramapuri Dist.",Dharmapuri,Tamil Nadu,South,635109,Type A PL
Nungambakkam -Valluvarkottam,Chennai,Chennai,Tamil Nadu,South,600034,Type A PL
Tiruchirapally,Tiruchirapally,Tiruchirapally,Tamil Nadu,South,620008,Type A PL
Tirupur  Branch,Tiruppur,Coimbatore,Tamil Nadu,South,614601,Type A PL
Balsamand,Balsamand,Hissar,Haryana,North,125001,Type B PL
Faridabad,Faridabad,Faridabad,Haryana,North,121001,Type A PL
Gurgaon  Branch,Gurgaon,Gurgaon,Haryana,North,122002,Type A PL
Gurgaon Udyog Vihar,Gurgaon,Gurgaon,Haryana,North,122016,Type A PL
Hissar ,Hissar,Hissar,Haryana,North,125005,Type A PL
Karnal ,Karnal ,Karnal ,Haryana,North,132001,Type A PL
Manesar,Manesar,Gurgaon,Haryana,North,122050,Type A PL
"Model Town, Panipat",Panipat,Panipat,Haryana,North,132103,Type A PL
Rewari  Branch,Rewari,Rewari,Haryana,North,123401,Type A PL
Rohtak,Rohtak,Rohtak,Haryana,North,124001,Type A PL
Sirsa,Sirsa,Sirsa,Haryana,North,125055,Type B PL
Sonepat ,Sonipat,Sonipat,Haryana,North,131001,Type A PL
Yamuna Nagar ,Yamuna Nagar,Yamuna Nagar,Haryana,North,135001,Type A PL
"Delhi-Civil Lines Branch, Delhi",New Delhi,Delhi,Delhi,North,110054,Type A PL
Delhi-Fatehpuri,New Delhi,Delhi,Delhi,North,110006,Type A PL
"Delhi-Greater Kailash (Kailash Colony), New Delhi",New Delhi,Delhi,Delhi,North,110048,Type A PL
"Delhi-Hargobind Enclave, New Delhi ",New Delhi,Delhi,Delhi,North,110092,Type A PL
Delhi-Janakpuri,New Delhi,Delhi,Delhi,North,110058,Type A PL
Delhi-Janpath ,New Delhi,Delhi,Delhi,North,110001,Type A PL
"Delhi-Kalkaji, New Delhi",New Delhi,Delhi,Delhi,North,110019,Type A PL
"Delhi-Kamal Model Sr. Secondery School, New Delhi",New Delhi,Delhi,Delhi,North,110059,Type A PL
Delhi-Kamla Nagar,New Delhi,Delhi,Delhi,North,110007,Type A PL
Delhi-Karol Bagh,New Delhi,Delhi,Delhi,North,110005,Type A PL
Delhi-Naraina,New Delhi,Delhi,Delhi,North,110028,Type A PL
Delhi-New Rohtak Road,New Delhi,Delhi,Delhi,North,110005,Type A PL
"Parliament Street, Delhi",New Delhi,Delhi,Delhi,North,110001,Type A PL
"Delhi-Paschim Vihar,New Delhi Branch  ",New Delhi,Delhi,Delhi,North,110063,Type A PL
Delhi- Gt Karnal Road,New Delhi,Delhi,Delhi,North,110033,Type A PL
Delhi-Shalimar Bagh ,New Delhi,Delhi,Delhi,North,110042,Type A PL
Delhi-South Extn.Ii,New Delhi,Delhi,Delhi,North,110049,Type A PL
"Delhi-Vikaspuri Branch, Delhi ",New Delhi,Delhi,Delhi,North,110018,Type A PL
Guwahati (Assam),Guwahati,Kamrup,Assam,East,781001,Type A PL
Jorhat ,Jorhat,Jorhat,Assam,East,785001,Type B PL
Tinsukia,Tinsukia,Tinsukia,Assam,East,786125,Type B PL
Adilabad ,Adilabad,Adilabad,Telangana,South,504001,Negative Location
Guntur,Guntur,Guntur,Andhra Pradesh,South,522001,Type A PL
Hyderabad,Hyderabad,Hyderabad,Telangana,South,500912,Type A PL
Secunderabad,Secunderabad,Secunderabad,Telangana,South,500009,Type A PL
Vijaywada,Vijaywada,Krishna,Andhra Pradesh,South,520008,Type A PL
Akola-Rajasthan,"Akola, Rajasthan",Bhilwara,Rajasthan,North,311607,Type A PL
Bachh Khera,Bachh Khera,Bhilwara,Rajasthan,North,311407,Type B PL
Bansi,Bansi,Chhitaurgarh,Rajasthan,North,312401,Type A PL
Barar,Barar,Rajsamand,Rajasthan,North,313341,Type A PL
Bari Sadri,Bari Sadri,Chhitaurgarh,Rajasthan,North,312403,Type A PL
Barliyas,Barliyas,Bhilwara,Rajasthan,North,311603,Type A PL
Beenota,Beenota,Chhitaurgarh,Rajasthan,North,312614,Type A PL
Bhadsora,Bhadsora,Chhitaurgarh,Rajasthan,North,312024,Type A PL
Bhilwara- Main ,Bhilwara,Bhilwara,Rajasthan,North,311001,Type A PL
Bhilwara-Subhash Nagar Bhilwara,Bhilwara,Bhilwara,Rajasthan,North,311001,Type A PL
"Bhilwara-Mahila Ashram , Bhilwara (Raj)",Bhilwara,Bhilwara,Rajasthan,North,311001,Type A PL
Bhilwara-Pur,Bhilwara,Bhilwara,Rajasthan,North,311802,Type A PL
Bigod,Bigod,Bhilwara,Rajasthan,North,311601,Type A PL
Bijolia,Bijolia,Bhilwara,Rajasthan,North,311602,Type A PL
Chittorgarh,Chhitaurgarh,Chhitaurgarh,Rajasthan,North,312001,Type A PL
Choti Sadri,Chhoti Sadri,Pratapgarh,Rajasthan,North,312604,Negative Location
Delwara,Delwara,Rajsamand,Rajasthan,North,313202,Type A PL
Gaon Guda,Gaongurha,Rajsamand,Rajasthan,North,313321,Type A PL
Garbor,Garbor,Rajsamand,Rajasthan,North,313333,Type A PL
Gulabpura,Gulabpura,Bhilwara,Rajasthan,North,311021,Type A PL
Hamirgarh,Hamirgarh,Bhilwara,Rajasthan,North,311025,Type A PL
Kachhola,Kachhola,Bhilwara,Rajasthan,North,311605,Type A PL
Kannoj,Kannoj,Chhitaurgarh,Rajasthan,North,312602,Type A PL
Kelwa,Kelwa,Rajsamand,Rajasthan,North,313334,Type B PL
Koshithal,Koshithal,Bhilwara,Rajasthan,North,311805,Type A PL
Kuraj,Kuraj,Rajsamand,Rajasthan,North,313328,Type A PL
Lasani,Lasani,Rajsamand,Rajasthan,North,313331,Type A PL
Mangrop,Mangrop,Bhilwara,Rajasthan,North,311028,Type A PL
Mohi,Mohi,Rajsamand,Rajasthan,North,313338,Type A PL
Nathdwara,Nathdwara,Rajsamand,Rajasthan,North,313301,Type A PL
Nimbahera,Nimbahera,Chhitaurgarh,Rajasthan,North,312601,Type A PL
Nimbahera-Kailash Nagar-Nimbahera ,Nimbahera,Chhitaurgarh,Rajasthan,North,312617,Type A PL
Phulia Kalan,Phulia Kalan,Bhilwara,Rajasthan,North,311407,Type A PL
Potlan,Potlan,Bhilwara,Rajasthan,North,311810,Type A PL
Pratapgarh  ,Pratapgarh,Pratapgarh,Rajasthan,North,312605,Negative Location
Raila,Raila,Bhilwara,Rajasthan,North,311024,Type A PL
Reencher,Reencher,Rajsamand,Rajasthan,North,313337,Type A PL
Sewantri,Sewantri,Rajsamand,Rajasthan,North,313333,Type A PL
Anupgarh,Anupgarh,Sriganganagar,Rajasthan,North,335701,Negative Location
Badhnu,Badhnu,Bikaner,Rajasthan,North,331811,Type A PL
Bhadra,Bhadra,Hanumangarh,Rajasthan,North,335501,Negative Location
"Bikaner-College Of V&A Science,Bikaner",Bikaner,Bikaner,Rajasthan,North,334001,Type A PL
Bikaner-Gangashahar- Bikaner Branch,Bikaner,Bikaner,Rajasthan,North,334001,Type A PL
Bikaner-J.N.Vyas Colony,Bikaner,Bikaner,Rajasthan,North,334001,Type A PL
Bikaner-Kota Gate,Bikaner,Bikaner,Rajasthan,North,334001,Type A PL
"Bikaner-Rajasthan Agriculture University, Beechwal ",Bikaner,Bikaner,Rajasthan,North,334006,Type A PL
Bikaner-Gajner Road,Bikaner,Bikaner,Rajasthan,North,334004,Type A PL
"Bikaner-Rsrtc Bus Stand, Bikaner",Bikaner,Bikaner,Rajasthan,North,334004,Type A PL
Chak Ganeshgarh,Chak Ganeshgarh,Sriganganagar,Rajasthan,North,335025,Type A PL
Chirawa,Chirawa,Jhunjhunu,Rajasthan,North,333026,Negative Location
"Ganganagar  Branch
Gsm",Sriganganagar,Sriganganagar,Rajasthan,North,335001,Type A PL
Ghatwa,Ghatwa,Nagaur,Rajasthan,North,341523,Type B PL
Hanumangarh ,Hanumangarh ,Hanumangarh ,Rajasthan,North,335513,Type B PL
Hanumangarh Junction ,Hanumangarh ,Hanumangarh ,Rajasthan,North,335512,Type B PL
Jaisinghdesar Magra,Jaisinghdesar Magra,Bikaner,Rajasthan,North,334801,Type A PL
Jasana,Jasana,Hanumangarh,Rajasthan,North,335528,Type B PL
Jaswantgarh,Jaswantgarh,Nagaur,Rajasthan,North,341304,Type A PL
Jhakdewali,Jhakdewali,Hanumangarh,Rajasthan,North,335804,Type B PL
Jhunjhunu,Jhunjhunu,Jhunjhunu,Rajasthan,North,333001,Type B PL
Joosri,Joosri,Nagaur,Rajasthan,North,341505,Negative Location
Kuchaman City,Kuchaman City,Nagaur,Rajasthan,North,341508,Negative Location
Nagaur ,Nagaur,Nagaur,Rajasthan,North,341001,Type B PL
Neemka Thana,Neem Ka Thana,Sikar,Rajasthan,North,332713,Negative Location
Nohar,Nohar,Hanumangarh,Rajasthan,North,335523,Type B PL
Nokha,Nokha,Bikaner,Rajasthan,North,334803,Type B PL
Padampur,Padampur,Sriganganagar,Rajasthan,North,335041,Type A PL
Pilibanga,Pilibanga,Hanumangarh,Rajasthan,North,335803,Negative Location
Rawatsar,Rawatsar,Hanumangarh,Rajasthan,North,335524,Negative Location
Rol-Kajiyan,Rol,Nagaur,Rajasthan,North,341027,Type B PL
Saruda,Saruda,Bikaner,Rajasthan,North,334803,Type B PL
Sherda,Sherda,Hanumangarh,Rajasthan,North,335503,Negative Location
Sidhmukh,Sidhmukh,Churu,Rajasthan,North,331701,Type B PL
Sikar,Sikar,Sikar,Rajasthan,North,332001,Type A PL
Singhana,Singhana,Jhunjhunu,Rajasthan,North,333516,Negative Location
Sri Ganganagar ,Sriganganagar,Sriganganagar,Rajasthan,North,335001,Type A PL
"Sriganganagar-Good Shephered Public School, Sriganganagar",Sriganganagar,Sriganganagar,Rajasthan,North,335001,Type A PL
Suratgarh,Suratgarh,Sriganganagar,Rajasthan,North,335804,Type B PL
Alooda,Alooda,Dausa,Rajasthan,North,303303,Type A PL
Alwar- Happy Public School,Alwar,Alwar,Rajasthan,North,301001,Type A PL
"Alwar-Bal Bharati Sr. Sec. School, Alwar",Alwar,Alwar,Rajasthan,North,301001,Type A PL
"Alwar-Matsya Industrial Area, Alwar",Alwar,Alwar,Rajasthan,North,301030,Type A PL
Alwar-Scheme No.2 ,Alwar,Alwar,Rajasthan,North,301001,Type A PL
Bagri,Bagri,Dausa,Rajasthan,North,303503,Type B PL
Dausa  Branch,Dausa,Dausa,Rajasthan,North,303303,Type A PL
Jaipur-Adarsh Nagar,Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
Jaipur-Adarsh Vidya Mandir Campus,Jaipur,Jaipur,Rajasthan,North,302015,Type A PL
"Jaipur-Agr.Research Stn., Durgapura",Jaipur,Jaipur,Rajasthan,North,302015,Type A PL
Jaipur-Bajaj Nagar,Jaipur,Jaipur,Rajasthan,North,302015,Type A PL
Jaipur-Bani Park ,Jaipur,Jaipur,Rajasthan,North,302016,Type A PL
Jaipur-Bapu Nagar ,Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
"Jaipur - Sitapura Industrial Area, ",Jaipur,Jaipur,Rajasthan,North,302022,Type A PL
Jaipur-Nirman Nagar,Jaipur,Jaipur,Rajasthan,North,302019,Type A PL
Jaipur-C Scheme ,Jaipur,Jaipur,Rajasthan,North,302001,Type A PL
"Jaipur-Dy.Housing Commissioner, Rhb,Partap Nagar ",Jaipur,Jaipur,Rajasthan,North,303906,Type A PL
"Gopalpura, Jaipur",Jaipur,Jaipur,Rajasthan,North,302018,Type A PL
Jaipur-Surajpole,Jaipur,Jaipur,Rajasthan,North,302003,Type A PL
Jaipur-Jaipur Development Authority Campus  ,Jaipur,Jaipur,Rajasthan,North,302024,Type A PL
"Jaipur-Jaipur Nagar Nigam, Jaipur",Jaipur,Jaipur,Rajasthan,North,302015,Type A PL
Jaipur-Jaipur Stock Exch.Bldg. Branch ,Jaipur,Jaipur,Rajasthan,North,302017,Type A PL
Jaipur-Janta Colony,Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
Jaipur-Jawahar Nagar,Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
"Jhotwara, Jaipur",Jaipur,Jaipur,Rajasthan,North,302012,Type A PL
Jaipur-Johri Bazar,Jaipur,Jaipur,Rajasthan,North,302003,Type A PL
Jaipur-Kanwar Nagar  ,Jaipur,Jaipur,Rajasthan,North,302002,Type A PL
Jaipur-Kishanpole,Jaipur,Jaipur,Rajasthan,North,302003,Type A PL
"Jaipur-Krishi Bhavan, Jaipur",Jaipur,Jaipur,Rajasthan,North,302005,Type A PL
Jaipur-M.I.Road  ,Jaipur,Jaipur,Rajasthan,North,302001,Type A PL
Jaipur-Madrampura,Jaipur,Jaipur,Rajasthan,North,302006,Type A PL
Jaipur - Ajmer Gate,Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
Jaipur-Malviya Nagar,Jaipur,Jaipur,Rajasthan,North,302017,Type A PL
Jaipur-Malviya Nagar-Jaipur ,Jaipur,Jaipur,Rajasthan,North,302017,Type A PL
"Jaipur-Manav Utthan Sewa Samiti, Jaipur",Jaipur,Jaipur,Rajasthan,North,302018,Type A PL
Jaipur-Mansarovar-Jaipur  ,Jaipur,Jaipur,Rajasthan,North,302020,Type A PL
Jaipur-Mkb Nehru Nagar,Jaipur,Jaipur,Rajasthan,North,302021,Type A PL
Jaipur-Parivahan Marg,Jaipur,Jaipur,Rajasthan,North,302001,Type A PL
"Jaipur-Prakrit Bharti Academy,Jaipur",Jaipur,Jaipur,Rajasthan,North,302018,Type A PL
Jaipur-Mansarovar,Jaipur,Jaipur,Rajasthan,North,302020,Type A PL
"Jaipur-Rajasthan College Br., Jaipur",Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
"Jaipur-Rambagh Palace Hotel, Jaipur",Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
Jaipur-S S G Pareek College-Jaipur,Jaipur,Jaipur,Rajasthan,North,302006,Type A PL
Jaipur-Sanganer .,Jaipur,Jaipur,Rajasthan,North,302029,Type A PL
"Jaipur-Sardar Patel Marg Br., Jaipur ",Jaipur,Jaipur,Rajasthan,North,302001,Type A PL
"Jaipur-Shri Dadu Acharya  Sanskrit College, Jaipur",Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
Jaipur-Sindhi Camp Jaipur,Jaipur,Jaipur,Rajasthan,North,302006,Type A PL
"Jaipur-St.Xavier'S School  Br,Jaipur",Jaipur,Jaipur,Rajasthan,North,302001,Type A PL
"Jaipur-Tagore Public School, Mansarovar ",Jaipur,Jaipur,Rajasthan,North,302020,Type A PL
Jaipur-Tilak Marg,Jaipur,Jaipur,Rajasthan,North,302005,Type A PL
Jaipur-Univ.Marg,Jaipur,Jaipur,Rajasthan,North,302004,Type A PL
Jaipur-V.K.I.A.,Jaipur,Jaipur,Rajasthan,North,302013,Type A PL
Jaipur-Sahkar Marg,Jaipur,Jaipur,Rajasthan,North,302015,Type A PL
Jobner,Jobner,Jaipur,Rajasthan,North,303329,Type A PL
Kareeri,Kareeri,Jaipur,Rajasthan,North,303803,Type A PL
Khairthal,Khairthal,Alwar,Rajasthan,North,301404,Type B PL
Lalsot  ,Lalsot ,Dausa,Rajasthan,North,303503,Type B PL
Maharajwas,Maharajwas,Alwar,Rajasthan,North,301713,Type A PL
"'Malpura-Vyas Circle, Malpura",Malpura,Tonk ,Rajasthan,North,304502,Negative Location
Manoharpur,Manoharpur,Jaipur,Rajasthan,North,303104,Type A PL
Mohanpura  Branch,Mohanpura,Jaipur,Rajasthan,North,303108,Type B PL
Niwai,Niwai,Tonk ,Rajasthan,North,304021,Type B PL
Raithal,Raithal,Jaipur,Rajasthan,North,303801,Type A PL
Tonk ,Tonk,Tonk ,Rajasthan,North,304001,Negative Location
Abu Road ,Abu Road,Sirohi,Rajasthan,North,307026,Type B PL
Abu Road-Ambaji Industrial Area Abu Rd.,Abu Road,Sirohi,Rajasthan,North,307026,Type B PL
Ajmer-Board Campus  ,Ajmer,Ajmer,Rajasthan,North,305001,Type A PL
"Ajmer-Mayo College, Ajmer",Ajmer,Ajmer,Rajasthan,North,305001,Type A PL
"Ajmer-Rsrtc Bus Stand Branch, Ajmer",Ajmer,Ajmer,Rajasthan,North,305001,Type A PL
Ajmer-Station Road ,Ajmer,Ajmer,Rajasthan,North,305001,Type A PL
"Ajmer-Vaishali Nagar , Ajmer (Raj)",Ajmer,Ajmer,Rajasthan,North,305001,Type A PL
Balotra  ,Balotra,Barmer ,Rajasthan,North,344022,Type A PL
Bandanwara,Bandanwara,Ajmer,Rajasthan,North,305621,Type A PL
Bapini,Bapini,Jodhpur,Rajasthan,North,342312,Type A PL
Barmer  ,Barmer,Barmer ,Rajasthan,North,344001,Type A PL
Beawar,Beawar,Ajmer,Rajasthan,North,305901,Type B PL
Bheekamkor,Bheekamkor,Jodhpur,Rajasthan,North,342303,Type A PL
Bijainagar  ,Vijaynagar,Ajmer,Rajasthan,North,305624,Type A PL
Bilara,Bilara,Jodhpur,Rajasthan,North,342602,Negative Location
Champaneri,Champaneri,Ajmer,Rajasthan,North,305622,Type A PL
Deolia Kalan,Deolia Kalan,Ajmer,Rajasthan,North,305624,Type A PL
Dhundhara,Dhundhara,Jodhpur,Rajasthan,North,342801,Type A PL
Govindgarh,Govindgarh,Ajmer,Rajasthan,North,305201,Type A PL
Jaisalmer  ,Jaisalmer,Jaisalmer,Rajasthan,North,345001,Negative Location
"Jaisalmer-Bsf Head Quarter , Jaisalmer",Jaisalmer,Jaisalmer,Rajasthan,North,345001,Negative Location
Jalia Ii,Jalia,Ajmer,Rajasthan,North,305625,Type A PL
Jalore ,Jalor,Jalor,Rajasthan,North,343001,Type B PL
"Jodhpur- Adarsh Vidya Mandir Br,Jodhpur",Jodhpur,Jodhpur,Rajasthan,North,342003,Type A PL
Jodhpur-Adarsh Vidya Mandir(Avsm),Jodhpur,Jodhpur,Rajasthan,North,342005,Type A PL
"Jodhpur-Chopasani Hsg.Board, Jodhpur ",Jodhpur,Jodhpur,Rajasthan,North,342003,Type A PL
Jodhpur-Fruit & Veg Yard Paota,Jodhpur,Jodhpur,Rajasthan,North,342001,Type A PL
Nai Sarak - Jodhpur,Jodhpur,Jodhpur,Rajasthan,North,342001,Type A PL
"Jodhpur-Hanvant Adarsh Vidya Mandir School, Jodhpur",Jodhpur,Jodhpur,Rajasthan,North,342003,Type A PL
Jodhpur-High Court Road (Sojati Gate Jodhpur),Jodhpur,Jodhpur,Rajasthan,North,342001,Type A PL
Boranada Jodhpur,Boranara,Jodhpur,Rajasthan,North,342012,Type A PL
"Jodhpur-Lachoo Memorial College Of Science & Technology, Jodhpur ",Jodhpur,Jodhpur,Rajasthan,North,342003,Type A PL
Jodhpur-Mandore Road,Jodhpur,Jodhpur,Rajasthan,North,342007,Type A PL
Jodhpur-Sardarpura,Jodhpur,Jodhpur,Rajasthan,North,342003,Type A PL
Kekri ,Kekri,Ajmer,Rajasthan,North,305404,Type A PL
Kishangarh City,Kishangarh,Ajmer,Rajasthan,North,305802,Type A PL
Kishangarh Madanganj,Kishangarh,Ajmer,Rajasthan,North,305801,Type A PL
Kishangarh-Krishi Upaj Mandi Yard,Kishangarh,Ajmer,Rajasthan,North,305801,Type A PL
Marwar Ranawas,Marwar Ranawas,Pali,Rajasthan,North,306023,Negative Location
Nasirabad,Nasirabad,Ajmer,Rajasthan,North,305601,Type A PL
Pali(Marwar),Pali,Pali,Rajasthan,North,306401,Type A PL
Pali-Rsrtc Pali,Pali,Pali,Rajasthan,North,306401,Type A PL
Phalodi,Phalodi,Jodhpur,Rajasthan,North,342301,Type A PL
Pushkar,Pushkar,Ajmer,Rajasthan,North,305022,Type A PL
Rani,Rani,Pali,Rajasthan,North,306115,Negative Location
Salemabad,Salemabad,Ajmer,Rajasthan,North,305815,Type A PL
Sapla,Sapla,Ajmer,Rajasthan,North,305404,Type A PL
Sanderao,Sanderao,Pali,Rajasthan,North,306708,Negative Location
Sirohi,Sirohi,Sirohi,Rajasthan,North,307001,Type B PL
Sojat Road,Sojat,Pali,Rajasthan,North,306103,Type A PL
Sumerpur,Sumerpur,Pali,Rajasthan,North,306902,Type B PL
Tantoti,Tantoti,Ajmer,Rajasthan,North,305627,Type A PL
Antah,Antah,Baran,Rajasthan,North,325202,Type A PL
Baran,Baran,Baran,Rajasthan,North,325205,Type B PL
Bharatpur,Bharatpur,Bharatpur,Rajasthan,North,321001,Type A PL
Bharatpur-Nai Mandi ,Bharatpur,Bharatpur,Rajasthan,North,321001,Type A PL
Bhawani Mandi,Bhawani Mandi,Jhalawar,Rajasthan,North,326502,Negative Location
Bundi,Bundi,Bundi,Rajasthan,North,323001,Type A PL
Dei,Dei,Bundi,Rajasthan,North,323802,Type A PL
Gangapur City,Gangapur City,Sawai Madhopur,Rajasthan,North,322201,Type B PL
Gudha Nathawat,Gudha Nathawat,Bundi,Rajasthan,North,323001,Type B PL
Hindaun,Hindaun,Karauli,Rajasthan,North,322230,Negative Location
Isarda,Isarda,Sawai Madhopur,Rajasthan,North,322703,Negative Location
Jhalawar,Jhalawar,Jhalawar,Rajasthan,North,326001,Type B PL
Jhalrapatan,Jhalrapatan,Jhalawar,Rajasthan,North,326023,Negative Location
Kanwas,Kanwas,Kota,Rajasthan,North,325602,Negative Location
Kapren,Kapren (Kaprain),Bundi,Rajasthan,North,323301,Type B PL
Kawai,Kawai,Bharatpur,Rajasthan,North,321602,Negative Location
Kota- I E ,Kota,Kota,Rajasthan,North,324003,Type A PL
"Kota-Aklank Public School, Kota",Kota,Kota,Rajasthan,North,324009,Type A PL
Kota-City,Kota,Kota,Rajasthan,North,324006,Type A PL
Kota-Bhamashah Mandi,Kota,Kota,Rajasthan,North,324005,Type A PL
Kota-Junction,Kota,Kota,Rajasthan,North,324002,Type A PL
Kota-Mahaveer Nagar,Kota,Kota,Rajasthan,North,324005,Type A PL
Kota-Nayapura,Kota,Kota,Rajasthan,North,324001,Type A PL
Kota-Patanpole,Kota,Kota,Rajasthan,North,324006,Type A PL
Kota-Railway Colony,Kota,Kota,Rajasthan,North,324002,Type A PL
Kota-Sriramnagar,Kota,Kota,Rajasthan,North,323004,Type A PL
Kota-Subzi Mandi,Kota,Kota,Rajasthan,North,324006,Type A PL
Lakheri,Lakheri,Bundi,Rajasthan,North,323603,Negative Location
